animal_id,nome,especie,raca_femea,linhagem,data_nascimento,idade_anos,peso_kg,condicao_corporal,num_partos_anteriores,intervalo_pos_parto_dias,fazenda,municipio,data_inseminacao,mes_inseminacao,ano_inseminacao,trimestre,estacao,tipo_inseminacao,raca_reprodutor,reprodutor_id,empresa_semem,protocolo_hormonal,dias_desde_ultima_ins,temperatura_ambiente_c,tecnico,probabilidade_prenhez_ia,resultado
BOV-0534,Lua,Bovino,Sindi,Linhagem C,2021-10-13,2.7,475.9,5,0,,Sítio Riacho Seco,Nova Russas,2024-06-07,6,2024,2,Seca,IATF,Nelore,REP-012,Geneal,Sem protocolo,81,25.5,Fernanda Costa,0.6585,Prenha
CAP-0224,Bonita,Caprino,Moxotó,Linhagem H,2018-06-21,6.2,37.7,3,2,280,Sítio São Francisco,Ararendá,2024-09-03,9,2024,3,Seca,IA Convencional,Anglo Nubiano,REP-067,Sexing Tech,IATF 7 dias,113,32.2,Maria Souza,0.9166,Prenha
BOV-0535,Glória,Bovino,Guzerá,Linhagem E,2016-12-03,7.6,356.9,3,3,97,Sítio Três Irmãos,Monsenhor Tabosa,2024-07-13,7,2024,3,Seca,IATF,Gir,REP-012,Grupo Nelore,Select Synch,91,37.3,Roberto Neto,0.6636,Prenha
CAP-0225,Graça,Caprino,Canindé,Linhagem D,2021-01-28,3.6,49.3,2,2,187,Fazenda Boa Esperança,Nova Russas,2024-08-31,8,2024,3,Seca,IA Convencional,Boer,REP-047,Geneal,P4+BE+PGF,47,18.9,Marcos Farias,0.5043,Prenha
CAP-0226,Orquídea,Caprino,Toggenburg,Linhagem B,2018-10-12,5.7,49.9,3,0,,Fazenda Poço Fundo,Ararendá,2024-06-28,6,2024,2,Seca,IA Convencional,Toggenburg,REP-071,Alta Genetics,P4+EB,55,28.6,Ana Lima,0.605,Nao_Prenha
BOV-0536,Sofia,Bovino,Canchim,Sem registro,2016-11-28,5.2,474.1,4,1,287,Sítio Riacho Seco,Tamboril,2022-02-03,2,2022,1,Chuvosa,IATF,Simmental,REP-027,Sexing Tech,P4+BE+PGF,102,25.2,João Silva,0.908,Prenha
OVI-0307,Viola,Ovino,Santa Inês,Linhagem G,2021-05-26,2.8,66.3,4,0,,Fazenda Bela Vista,Ipaporanga,2024-03-29,3,2024,1,Chuvosa,IA Convencional,Texel,REP-008,Sexing Tech,Ovsynch,113,32.8,Juliana Pinto,0.768,Prenha
BOV-0537,Nina,Bovino,Tabapuã,Linhagem C,2016-05-01,8.0,336.0,2,0,,Sítio São Francisco,Poranga,2024-04-13,4,2024,2,Chuvosa,IATF,Angus,REP-066,Insitec,Resynch,56,34.8,João Silva,0.3153,Nao_Prenha
OVI-0308,Cida,Ovino,Santa Inês,Linhagem E,2017-10-16,7.0,38.6,4,1,149,Fazenda Caatinga Verde,Poranga,2024-10-01,10,2024,4,Seca,IA Convencional,Ile de France,REP-022,Geneal,P4+BE+PGF,64,20.0,Marcos Farias,0.7386,Prenha
OVI-0309,Pétala,Ovino,Dorper,Sem registro,2016-12-22,6.4,61.5,4,0,,Sítio Riacho Seco,Crateús,2023-05-02,5,2023,2,Seca,IATF,Texel,REP-077,Alta Genetics,P4+BE+PGF,19,24.2,Juliana Pinto,0.6584,Prenha
CAP-0227,Nina,Caprino,Toggenburg,Linhagem G,2018-02-16,3.9,64.9,4,1,148,Fazenda Bela Vista,Ipaporanga,2022-01-05,1,2022,1,Chuvosa,IA Convencional,Saanen,REP-069,CRV Lagoa,P4+EB,76,38.1,Ana Lima,0.6524,Prenha
OVI-0310,Sofia,Ovino,Dorper,Linhagem F,2018-06-27,4.2,56.9,4,0,,Fazenda Palmeira,Ipaporanga,2022-08-22,8,2022,3,Seca,IA Convencional,Ile de France,REP-001,Alta Genetics,Ovsynch,18,26.4,Juliana Pinto,0.6477,Nao_Prenha
BOV-0538,Serena,Bovino,Sindi,Sem registro,2017-10-01,6.6,413.9,2,0,,Sítio Riacho Seco,Independência,2024-04-24,4,2024,2,Chuvosa,IA Convencional,Nelore,REP-020,Grupo Nelore,GnRH+PGF2α,70,31.8,Marcos Farias,0.4483,Prenha
CAP-0228,Terra,Caprino,Toggenburg,Linhagem B,2019-05-10,5.6,52.4,1,1,294,Sítio Riacho Seco,Nova Russas,2024-12-14,12,2024,4,Chuvosa,IA Convencional,Anglo Nubiano,REP-010,Geneal,Ovsynch,69,32.5,Juliana Pinto,0.4794,Prenha
OVI-0311,Dalila,Ovino,Morada Nova,Linhagem A,2020-04-25,2.3,49.5,3,0,,Sítio Três Irmãos,Ararendá,2022-08-14,8,2022,3,Seca,IA Convencional,Suffolk,REP-023,Geneal,Sem protocolo,72,20.9,Ana Lima,0.5916,Prenha
BOV-0539,Glória,Bovino,Guzerá,Linhagem D,2018-01-23,5.4,484.1,5,0,,Fazenda Bela Vista,Monsenhor Tabosa,2023-06-03,6,2023,2,Seca,IA Convencional,Simmental,REP-053,Grupo Nelore,IATF 7 dias,15,21.9,Pedro Alves,0.4286,Nao_Prenha
CAP-0229,Graça,Caprino,Toggenburg,Linhagem A,2018-07-01,6.1,28.3,4,2,261,Fazenda Poço Fundo,Ararendá,2024-07-28,7,2024,3,Seca,IA Convencional,Boer,REP-017,Insitec,Sem protocolo,56,36.1,Ana Lima,0.5421,Nao_Prenha
CAP-0230,Amora,Caprino,Toggenburg,Sem registro,2016-06-21,7.5,53.8,3,4,70,Fazenda Boa Esperança,Tamboril,2023-12-22,12,2023,4,Chuvosa,IA Convencional,Boer,REP-035,Insitec,IATF 7 dias,94,29.7,Fernanda Costa,0.8637,Prenha
BOV-0540,Nina,Bovino,Guzerá,Linhagem G,2021-08-03,1.8,561.7,3,0,,Fazenda Poço Fundo,Quiterianópolis,2023-05-25,5,2023,2,Seca,IATF,Brahman,REP-078,Insitec,P4+EB,30,39.1,Roberto Neto,0.5245,Prenha
OVI-0312,Sara,Ovino,Bergamácia,Sem registro,2017-12-14,4.8,72.9,3,3,124,Fazenda Boa Esperança,Quiterianópolis,2022-10-04,10,2022,4,Seca,IATF,Santa Inês,REP-051,CRV Lagoa,Ovsynch,26,39.1,Juliana Pinto,0.7863,Nao_Prenha
OVI-0313,Jade,Ovino,Dorper,Linhagem G,2017-12-25,5.1,58.2,4,1,156,Fazenda Palmeira,Catunda,2023-01-23,1,2023,1,Chuvosa,IATF,Suffolk,REP-064,Geneal,P4+BE+PGF,32,25.1,Luciana Reis,0.8395,Prenha
BOV-0541,Rosa,Bovino,Nelore,Linhagem C,2021-11-21,1.1,564.3,4,0,,Sítio Mandacaru,Ipaporanga,2022-12-20,12,2022,4,Chuvosa,IATF,Simmental,REP-017,Geneal,Cosynch,17,25.2,Marcos Farias,0.7627,Prenha
CAP-0231,Terra,Caprino,Canindé,Linhagem D,2019-05-03,2.9,62.4,3,0,,Sítio Mandacaru,Ipaporanga,2022-04-12,4,2022,2,Chuvosa,IATF,Toggenburg,REP-039,CRV Lagoa,IATF 7 dias,106,24.7,João Silva,0.876,Prenha
BOV-0542,Cida,Bovino,Nelore,Linhagem F,2021-04-09,1.5,463.9,4,0,,Fazenda Caatinga Verde,Crateús,2022-09-29,9,2022,3,Seca,IA Convencional,Simmental,REP-080,Próprio,Ovsynch,111,32.8,Pedro Alves,0.9176,Prenha
BOV-0543,Chuva,Bovino,Canchim,Linhagem H,2018-08-08,3.6,408.4,5,0,,Fazenda Bela Vista,Poranga,2022-03-05,3,2022,1,Chuvosa,IATF,Gir,REP-005,Próprio,P4+BE+PGF,84,38.8,Juliana Pinto,0.6083,Prenha
BOV-0544,Eva,Bovino,Canchim,Linhagem G,2018-10-04,3.3,402.5,2,1,200,Sítio São Francisco,Nova Russas,2022-01-06,1,2022,1,Chuvosa,IA Convencional,Simmental,REP-033,CRV Lagoa,IATF 7 dias,66,21.4,João Silva,0.7753,Prenha
CAP-0232,Lua,Caprino,Repartida,Linhagem D,2021-05-28,2.4,31.6,2,0,,Sítio Boa Sorte,Crateús,2023-10-09,10,2023,4,Seca,IATF,Toggenburg,REP-054,CRV Lagoa,Resynch,68,22.3,Maria Souza,0.5075,Prenha
OVI-0314,Flor,Ovino,Texel,Linhagem A,2018-03-23,6.7,41.0,2,2,124,Fazenda Caatinga Verde,Catunda,2024-11-22,11,2024,4,Chuvosa,IA Convencional,Dorper,REP-035,Geneal,Resynch,108,24.5,Carlos Melo,0.424,Prenha
OVI-0315,Cida,Ovino,Morada Nova,Linhagem G,2020-08-30,2.1,74.4,5,0,,Sítio Mandacaru,Ipaporanga,2022-09-21,9,2022,3,Seca,IA Convencional,Texel,REP-005,Próprio,GnRH+PGF2α,93,36.4,Fernanda Costa,0.6751,Nao_Prenha
BOV-0545,Cida,Bovino,Sindi,Linhagem F,2019-11-22,2.5,395.1,5,0,,Fazenda Boa Esperança,Monsenhor Tabosa,2022-06-10,6,2022,2,Seca,IATF,Brahman,REP-070,Próprio,Select Synch,82,35.9,Fernanda Costa,0.6812,Nao_Prenha
CAP-0233,Beleza,Caprino,Toggenburg,Linhagem A,2021-01-24,2.4,42.5,3,0,,Fazenda Boa Esperança,Nova Russas,2023-06-18,6,2023,2,Seca,IA Convencional,Alpino,REP-076,Alta Genetics,P4+EB,55,19.0,Luciana Reis,0.6009,Prenha
OVI-0316,Estrela,Ovino,Morada Nova,Linhagem H,2018-10-15,4.1,66.6,1,0,,Fazenda Palmeira,Monsenhor Tabosa,2022-11-03,11,2022,4,Chuvosa,IATF,Santa Inês,REP-071,Geneal,Cosynch,80,26.4,João Silva,0.4271,Nao_Prenha
OVI-0317,Estrela,Ovino,Somalis,Linhagem D,2020-12-26,4.0,38.5,3,2,203,Sítio Mandacaru,Tamboril,2024-12-29,12,2024,4,Chuvosa,IA Convencional,Santa Inês,REP-031,Sexing Tech,P4+BE+PGF,16,39.4,Carlos Melo,0.3714,Prenha
CAP-0234,Amora,Caprino,Moxotó,Linhagem C,2018-12-15,3.2,61.3,4,1,279,Fazenda Boa Esperança,Poranga,2022-02-12,2,2022,1,Chuvosa,IATF,Alpino,REP-006,Próprio,Resynch,10,29.1,Marcos Farias,0.6725,Prenha
OVI-0318,Cida,Ovino,Santa Inês,Linhagem H,2019-03-01,4.1,40.6,5,0,,Fazenda Palmeira,Nova Russas,2023-04-01,4,2023,2,Chuvosa,IA Convencional,Santa Inês,REP-044,Grupo Nelore,Sem protocolo,108,26.6,Maria Souza,0.5405,Prenha
OVI-0319,Dalila,Ovino,Dorper,Linhagem G,2020-07-09,1.7,66.3,4,0,,Fazenda Boa Esperança,Ararendá,2022-03-08,3,2022,1,Chuvosa,IATF,Suffolk,REP-035,Sexing Tech,Resynch,23,18.4,Juliana Pinto,0.6749,Prenha
OVI-0320,Serena,Ovino,Bergamácia,Linhagem E,2021-12-18,0.8,35.4,4,0,,Sítio São Francisco,Poranga,2022-10-09,10,2022,4,Seca,IATF,Dorper,REP-054,Insitec,Sem protocolo,54,34.4,Juliana Pinto,0.5281,Prenha
BOV-0546,Pétala,Bovino,Nelore,Linhagem H,2019-08-31,4.4,349.6,1,2,226,Sítio Boa Sorte,Ararendá,2024-02-09,2,2024,1,Chuvosa,IA Convencional,Brahman,REP-058,CRV Lagoa,Ovsynch,14,34.3,João Silva,0.295,Nao_Prenha
OVI-0321,Serena,Ovino,Texel,Linhagem H,2019-09-16,2.6,33.8,3,1,34,Fazenda Caatinga Verde,Crateús,2022-04-17,4,2022,2,Chuvosa,IATF,Dorper,REP-076,CRV Lagoa,P4+BE+PGF,52,19.0,Maria Souza,0.5822,Nao_Prenha
CAP-0235,Serena,Caprino,Saanen,Linhagem F,2018-08-29,3.5,33.0,4,1,110,Sítio Riacho Seco,Poranga,2022-03-01,3,2022,1,Chuvosa,IA Convencional,Saanen,REP-030,Insitec,Sem protocolo,93,22.4,Fernanda Costa,0.4987,Nao_Prenha
CAP-0236,Hera,Caprino,Moxotó,Linhagem C,2016-06-19,5.8,43.9,3,3,208,Fazenda Caatinga Verde,Poranga,2022-04-12,4,2022,2,Chuvosa,IA Convencional,Alpino,REP-006,Sexing Tech,IATF 7 dias,109,38.8,Fernanda Costa,0.8177,Prenha
BOV-0547,Chuva,Bovino,Gir,Linhagem E,2018-07-11,6.4,447.2,4,0,,Fazenda Palmeira,Tamboril,2024-11-18,11,2024,4,Chuvosa,IA Convencional,Nelore,REP-037,Insitec,Sem protocolo,96,30.1,Fernanda Costa,0.6918,Prenha
BOV-0548,Íris,Bovino,Gir,Linhagem H,2020-02-28,2.7,465.0,2,1,224,Fazenda Bela Vista,Nova Russas,2022-11-02,11,2022,4,Chuvosa,IA Convencional,Gir,REP-055,CRV Lagoa,P4+BE+PGF,6,23.2,Maria Souza,0.5345,Nao_Prenha
OVI-0322,Hera,Ovino,Morada Nova,Linhagem B,2016-03-06,6.6,66.4,2,4,216,Sítio Riacho Seco,Tamboril,2022-09-26,9,2022,3,Seca,IATF,Texel,REP-055,Geneal,GnRH+PGF2α,8,19.6,João Silva,0.4936,Prenha
BOV-0549,Anita,Bovino,Guzerá,Sem registro,2020-12-07,1.4,333.8,3,0,,Fazenda Caatinga Verde,Crateús,2022-05-07,5,2022,2,Seca,IA Convencional,Angus,REP-034,Próprio,Sem protocolo,36,31.0,Luciana Reis,0.607,Prenha
CAP-0237,Palma,Caprino,Canindé,Linhagem E,2016-08-10,7.2,32.6,5,0,,Fazenda Poço Fundo,Quiterianópolis,2023-10-16,10,2023,4,Seca,IATF,Toggenburg,REP-052,Grupo Nelore,Select Synch,102,32.1,Juliana Pinto,0.7235,Prenha
BOV-0550,Dalila,Bovino,Brahman,Linhagem D,2022-03-18,1.1,494.0,4,0,,Fazenda Boa Esperança,Independência,2023-04-27,4,2023,2,Chuvosa,IA Convencional,Brahman,REP-062,Insitec,Resynch,55,30.0,Fernanda Costa,0.6668,Prenha
CAP-0238,Brisa,Caprino,Saanen,Linhagem D,2022-04-27,0.7,50.3,4,0,,Sítio São Francisco,Independência,2023-01-16,1,2023,1,Chuvosa,IATF,Anglo Nubiano,REP-073,Insitec,Resynch,32,22.2,Juliana Pinto,0.6496,Prenha
BOV-0551,Fada,Bovino,Girolando,Linhagem D,2019-08-12,3.7,398.4,4,1,222,Sítio Riacho Seco,Ararendá,2023-05-07,5,2023,2,Seca,IATF,Senepol,REP-080,Próprio,Ovsynch,84,36.9,Carlos Melo,0.8301,Prenha
BOV-0552,Fada,Bovino,Nelore,Linhagem E,2018-09-03,4.4,308.2,4,0,,Fazenda Palmeira,Nova Russas,2023-01-09,1,2023,1,Chuvosa,IATF,Simmental,REP-018,Alta Genetics,Ovsynch,13,27.3,Ana Lima,0.641,Prenha
BOV-0553,Anita,Bovino,Canchim,Linhagem B,2017-09-03,4.4,526.0,5,1,167,Sítio Boa Sorte,Quiterianópolis,2022-01-19,1,2022,1,Chuvosa,IA Convencional,Brahman,REP-026,Grupo Nelore,Resynch,93,25.5,João Silva,0.8531,Prenha
CAP-0239,Pétala,Caprino,Saanen,Linhagem H,2018-05-24,4.5,64.7,4,1,95,Sítio Três Irmãos,Quiterianópolis,2022-11-13,11,2022,4,Chuvosa,IA Convencional,Toggenburg,REP-005,Geneal,Cosynch,68,27.9,Ana Lima,0.8131,Nao_Prenha
OVI-0323,Estrela,Ovino,Morada Nova,Linhagem E,2020-12-19,1.1,47.5,3,0,,Fazenda Caatinga Verde,Independência,2022-01-08,1,2022,1,Chuvosa,IATF,Ile de France,REP-011,Próprio,Select Synch,47,31.5,Juliana Pinto,0.6537,Prenha
BOV-0554,Sara,Bovino,Tabapuã,Linhagem C,2019-01-11,3.1,514.5,3,0,,Fazenda Boa Esperança,Quiterianópolis,2022-02-07,2,2022,1,Chuvosa,IATF,Gir,REP-002,Insitec,Sem protocolo,59,28.0,Fernanda Costa,0.6917,Prenha
BOV-0555,Viola,Bovino,Sindi,Linhagem G,2020-01-01,4.3,498.7,3,1,166,Fazenda Palmeira,Tamboril,2024-04-06,4,2024,2,Chuvosa,IATF,Gir,REP-074,Insitec,GnRH+PGF2α,45,31.1,Ana Lima,0.8569,Prenha
OVI-0324,Viola,Ovino,Somalis,Linhagem D,2020-10-16,1.4,70.2,4,0,,Fazenda Poço Fundo,Nova Russas,2022-03-12,3,2022,1,Chuvosa,IATF,Ile de France,REP-017,Alta Genetics,P4+BE+PGF,115,24.2,Pedro Alves,0.6835,Nao_Prenha
BOV-0556,Glória,Bovino,Gir,Linhagem F,2017-02-19,5.6,495.6,4,4,68,Fazenda Caatinga Verde,Catunda,2022-09-25,9,2022,3,Seca,IA Convencional,Angus,REP-030,Sexing Tech,Sem protocolo,89,37.1,Fernanda Costa,0.8795,Prenha
BOV-0557,Íris,Bovino,Sindi,Linhagem H,2017-07-17,5.5,370.1,4,1,204,Fazenda Palmeira,Catunda,2023-01-31,1,2023,1,Chuvosa,IATF,Gir,REP-019,Alta Genetics,GnRH+PGF2α,55,33.7,Luciana Reis,0.8605,Prenha
OVI-0325,Rita,Ovino,Bergamácia,Sem registro,2016-08-24,7.2,73.8,3,3,297,Sítio Mandacaru,Monsenhor Tabosa,2023-11-07,11,2023,4,Chuvosa,IA Convencional,Ile de France,REP-040,Geneal,IATF 7 dias,11,26.5,Ana Lima,0.5751,Prenha
BOV-0558,Nina,Bovino,Brahman,Linhagem C,2019-01-08,5.1,442.5,5,3,108,Fazenda Boa Esperança,Poranga,2024-03-03,3,2024,1,Chuvosa,IA Convencional,Bonsmara,REP-054,CRV Lagoa,Select Synch,30,26.7,João Silva,0.8427,Prenha
BOV-0559,Jade,Bovino,Guzerá,Linhagem G,2019-08-14,4.4,414.9,4,1,199,Sítio Boa Sorte,Monsenhor Tabosa,2023-12-31,12,2023,4,Chuvosa,IATF,Bonsmara,REP-046,CRV Lagoa,Sem protocolo,68,32.6,Roberto Neto,0.8084,Prenha
BOV-0560,Anita,Bovino,Tabapuã,Linhagem C,2021-01-02,2.9,439.3,3,0,,Sítio Boa Sorte,Ipaporanga,2023-11-23,11,2023,4,Chuvosa,IA Convencional,Senepol,REP-023,Sexing Tech,IATF 7 dias,50,19.6,Fernanda Costa,0.7331,Prenha
OVI-0326,Rita,Ovino,Morada Nova,Linhagem A,2019-04-27,2.7,40.7,3,1,38,Sítio Três Irmãos,Ararendá,2022-01-11,1,2022,1,Chuvosa,IA Convencional,Dorper,REP-032,Geneal,P4+EB,70,35.1,Luciana Reis,0.6069,Nao_Prenha
BOV-0561,Nuvem,Bovino,Nelore,Linhagem B,2021-09-30,2.6,293.6,4,0,,Sítio Mandacaru,Nova Russas,2024-04-22,4,2024,2,Chuvosa,IATF,Angus,REP-028,Sexing Tech,P4+EB,74,31.5,Ana Lima,0.8697,Prenha
BOV-0562,Flor,Bovino,Canchim,Linhagem H,2021-05-02,3.4,532.2,3,0,,Sítio Mandacaru,Nova Russas,2024-09-19,9,2024,3,Seca,IATF,Angus,REP-002,Sexing Tech,P4+BE+PGF,76,23.9,Fernanda Costa,0.758,Prenha
OVI-0327,Sara,Ovino,Santa Inês,Sem registro,2019-05-10,5.5,45.8,4,1,158,Fazenda Boa Esperança,Independência,2024-11-09,11,2024,4,Chuvosa,IA Convencional,Ile de France,REP-001,Alta Genetics,Select Synch,91,18.4,Juliana Pinto,0.7114,Prenha
OVI-0328,Bonita,Ovino,Dorper,Linhagem A,2018-08-13,3.9,57.8,4,1,296,Fazenda Caatinga Verde,Independência,2022-07-04,7,2022,3,Seca,IA Convencional,Ile de France,REP-030,CRV Lagoa,Cosynch,40,31.4,Luciana Reis,0.8113,Prenha
BOV-0563,Eva,Bovino,Gir,Linhagem F,2017-04-10,6.5,549.8,4,5,297,Fazenda Bela Vista,Poranga,2023-09-25,9,2023,3,Seca,IA Convencional,Simmental,REP-067,Insitec,Select Synch,97,21.5,Marcos Farias,0.8114,Prenha
CAP-0240,Sofia,Caprino,Saanen,Linhagem G,2017-03-10,7.2,51.9,3,3,45,Fazenda Caatinga Verde,Independência,2024-05-10,5,2024,2,Seca,IATF,Boer,REP-054,Insitec,Sem protocolo,99,32.1,Roberto Neto,0.5241,Prenha
CAP-0241,Lua,Caprino,Boer,Linhagem C,2016-01-11,8.1,59.2,3,5,74,Fazenda Palmeira,Catunda,2024-02-26,2,2024,1,Chuvosa,IATF,Boer,REP-038,Insitec,Resynch,52,20.0,Maria Souza,0.7181,Nao_Prenha
CAP-0242,Chuva,Caprino,Boer,Linhagem G,2022-04-25,1.4,48.3,5,0,,Sítio Riacho Seco,Ipaporanga,2023-10-02,10,2023,4,Seca,IA Convencional,Alpino,REP-080,Grupo Nelore,Cosynch,24,23.2,Pedro Alves,0.673,Prenha
OVI-0329,Serena,Ovino,Dorper,Linhagem F,2016-05-27,8.0,69.5,4,5,259,Sítio Riacho Seco,Poranga,2024-05-27,5,2024,2,Seca,IATF,Texel,REP-034,CRV Lagoa,Resynch,12,32.8,Carlos Melo,0.5374,Prenha
BOV-0564,Lua,Bovino,Nelore,Linhagem E,2021-11-19,0.6,415.7,3,0,,Fazenda Boa Esperança,Catunda,2022-06-08,6,2022,2,Seca,IA Convencional,Senepol,REP-048,Grupo Nelore,Sem protocolo,50,30.8,Luciana Reis,0.7863,Prenha
BOV-0565,Viola,Bovino,Brahman,Linhagem B,2020-12-20,3.3,286.9,3,0,,Sítio Mandacaru,Quiterianópolis,2024-04-21,4,2024,2,Chuvosa,IA Convencional,Simmental,REP-024,CRV Lagoa,Cosynch,92,28.5,Pedro Alves,0.7214,Prenha
BOV-0566,Aurora,Bovino,Girolando,Linhagem A,2022-02-19,0.4,474.1,4,0,,Fazenda Boa Esperança,Ararendá,2022-07-24,7,2022,3,Seca,IA Convencional,Simmental,REP-052,Geneal,Ovsynch,113,32.4,Marcos Farias,0.7508,Prenha
BOV-0567,Graça,Bovino,Tabapuã,Linhagem D,2022-03-22,0.6,462.0,3,0,,Sítio Riacho Seco,Crateús,2022-10-22,10,2022,4,Seca,IA Convencional,Simmental,REP-041,CRV Lagoa,Sem protocolo,120,33.5,Carlos Melo,0.4989,Prenha
BOV-0568,Jade,Bovino,Brahman,Linhagem F,2021-10-25,1.4,386.3,4,0,,Sítio Três Irmãos,Monsenhor Tabosa,2023-04-07,4,2023,2,Chuvosa,IA Convencional,Brahman,REP-044,Próprio,Cosynch,61,23.2,Pedro Alves,0.6843,Prenha
CAP-0243,Duna,Caprino,Moxotó,Linhagem H,2017-06-04,5.1,50.9,4,1,294,Fazenda Caatinga Verde,Monsenhor Tabosa,2022-07-11,7,2022,3,Seca,IA Convencional,Toggenburg,REP-069,Alta Genetics,P4+EB,40,33.6,Carlos Melo,0.7324,Nao_Prenha
BOV-0569,Amora,Bovino,Gir,Sem registro,2021-06-02,0.9,325.7,3,0,,Sítio Três Irmãos,Monsenhor Tabosa,2022-04-16,4,2022,2,Chuvosa,IA Convencional,Senepol,REP-069,Grupo Nelore,Resynch,113,19.1,Marcos Farias,0.5174,Prenha
CAP-0244,Nina,Caprino,Repartida,Linhagem E,2022-01-11,0.3,36.6,5,0,,Sítio Riacho Seco,Poranga,2022-04-20,4,2022,2,Chuvosa,IA Convencional,Boer,REP-004,Insitec,P4+BE+PGF,50,27.4,Carlos Melo,0.4039,Nao_Prenha
BOV-0570,Linda,Bovino,Gir,Linhagem G,2019-05-06,2.8,345.4,3,1,275,Sítio Boa Sorte,Poranga,2022-02-14,2,2022,1,Chuvosa,IATF,Gir,REP-047,Geneal,GnRH+PGF2α,32,34.7,Ana Lima,0.7474,Prenha
BOV-0571,Brisa,Bovino,Brahman,Linhagem E,2021-09-16,2.5,291.3,4,0,,Sítio São Francisco,Independência,2024-03-16,3,2024,1,Chuvosa,IA Convencional,Bonsmara,REP-012,Geneal,Cosynch,47,30.3,Pedro Alves,0.6336,Prenha
BOV-0572,Rosa,Bovino,Tabapuã,Linhagem B,2022-01-10,1.4,396.7,5,0,,Fazenda Poço Fundo,Independência,2023-05-22,5,2023,2,Seca,IA Convencional,Senepol,REP-045,Próprio,IATF 7 dias,43,24.4,Luciana Reis,0.6704,Nao_Prenha
BOV-0573,Dalila,Bovino,Canchim,Linhagem E,2020-10-05,1.6,381.0,5,0,,Fazenda Palmeira,Ipaporanga,2022-05-11,5,2022,2,Seca,IA Convencional,Nelore,REP-013,Alta Genetics,Sem protocolo,14,29.3,Roberto Neto,0.1899,Nao_Prenha
OVI-0330,Glória,Ovino,Somalis,Linhagem D,2016-08-27,6.8,61.8,4,2,43,Fazenda Poço Fundo,Nova Russas,2023-06-07,6,2023,2,Seca,IATF,Dorper,REP-026,Insitec,Select Synch,99,39.9,Pedro Alves,0.6299,Nao_Prenha
BOV-0574,Estrela,Bovino,Gir,Linhagem A,2020-04-23,2.7,547.2,3,1,265,Fazenda Poço Fundo,Ipaporanga,2023-01-19,1,2023,1,Chuvosa,IA Convencional,Simmental,REP-018,Sexing Tech,P4+BE+PGF,20,31.2,Roberto Neto,0.6213,Nao_Prenha
BOV-0575,Bonita,Bovino,Girolando,Sem registro,2017-07-04,5.2,489.7,3,0,,Fazenda Palmeira,Tamboril,2022-09-20,9,2022,3,Seca,IATF,Bonsmara,REP-063,Sexing Tech,P4+BE+PGF,14,37.8,Luciana Reis,0.5631,Nao_Prenha
BOV-0576,Amora,Bovino,Gir,Sem registro,2019-02-04,5.2,368.1,4,1,155,Fazenda Poço Fundo,Monsenhor Tabosa,2024-04-06,4,2024,2,Chuvosa,IA Convencional,Brahman,REP-040,Alta Genetics,IATF 7 dias,104,36.9,Luciana Reis,0.8855,Prenha
BOV-0577,Glória,Bovino,Girolando,Linhagem G,2018-10-05,6.0,345.5,4,2,225,Fazenda Bela Vista,Independência,2024-09-29,9,2024,3,Seca,IA Convencional,Gir,REP-057,Geneal,Sem protocolo,119,31.5,Fernanda Costa,0.776,Prenha
BOV-0578,Beleza,Bovino,Guzerá,Linhagem C,2016-01-11,7.0,299.1,4,1,168,Sítio Riacho Seco,Independência,2023-01-02,1,2023,1,Chuvosa,IA Convencional,Brahman,REP-069,Grupo Nelore,P4+BE+PGF,104,24.3,Marcos Farias,0.711,Prenha
BOV-0579,Pétala,Bovino,Sindi,Linhagem B,2018-08-14,3.8,362.8,4,2,72,Fazenda Bela Vista,Monsenhor Tabosa,2022-05-16,5,2022,2,Seca,IA Convencional,Brahman,REP-015,Sexing Tech,Cosynch,52,33.1,Juliana Pinto,0.7047,Nao_Prenha
BOV-0580,Fada,Bovino,Nelore,Linhagem A,2016-02-03,7.5,376.7,3,3,252,Sítio Boa Sorte,Catunda,2023-08-16,8,2023,3,Seca,IATF,Simmental,REP-008,CRV Lagoa,Select Synch,59,20.1,João Silva,0.8509,Nao_Prenha
BOV-0581,Nuvem,Bovino,Gir,Linhagem G,2016-12-11,6.9,355.1,4,4,241,Sítio Três Irmãos,Catunda,2023-10-27,10,2023,4,Seca,IA Convencional,Nelore,REP-013,CRV Lagoa,Select Synch,26,31.9,Luciana Reis,0.8301,Prenha
BOV-0582,Palma,Bovino,Nelore,Linhagem A,2016-08-04,7.7,539.1,4,5,131,Fazenda Bela Vista,Tamboril,2024-04-12,4,2024,2,Chuvosa,IA Convencional,Angus,REP-052,CRV Lagoa,IATF 7 dias,36,38.3,Fernanda Costa,0.8778,Prenha
BOV-0583,Viola,Bovino,Guzerá,Sem registro,2020-11-03,3.0,285.7,3,0,,Fazenda Bela Vista,Crateús,2023-11-18,11,2023,4,Chuvosa,IA Convencional,Bonsmara,REP-053,Geneal,IATF 7 dias,26,24.3,Maria Souza,0.6658,Prenha
OVI-0331,Graça,Ovino,Texel,Linhagem D,2016-03-19,6.3,70.4,3,4,102,Fazenda Boa Esperança,Monsenhor Tabosa,2022-07-15,7,2022,3,Seca,IATF,Suffolk,REP-076,Alta Genetics,P4+EB,21,21.0,Carlos Melo,0.7619,Prenha
